Tag,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Valid GMUs,Date Open,Date Close,Notes,RFW,PLO,NoApps
DE104O2R,L_U,1 Pref Points,1,1,100.0%,100.0%,D,E,104,O2,R,O2R,1,104,NA,NA,,No,No,NA
DE104O2R,L_R,0 Pref Points,1,3,33.0%,33.0%,D,E,104,O2,R,O2R,0,104,NA,NA,,No,No,NA
DE104O3A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3A,L_U,Choice 4,2,4,50.0%,50.0%,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3A,L_R,None Drawn,NA,NA,NA,NA,D,E,104,O3,A,O3A,0,"104, 105, 106",NA,NA,,No,No,Yes
DE104O3M,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3M,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,NA
DE104O3M,L_R,None Drawn,NA,NA,NA,NA,D,E,104,O3,M,O3M,0,"104, 105, 106",NA,NA,,No,No,Yes
DE104W1R,A_R,29 Pref Points,1,1,100.0%,100.0%,D,E,104,W1,R,W1R,29,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,NA
DE104W1R,A_NR,No Apps,NA,NA,NA,NA,D,E,104,W1,R,W1R,0,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,Yes
DE104W1R,Y_R,None Drawn,NA,NA,NA,NA,D,E,104,W1,R,W1R,0,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,Yes
DE104W1R,Y_NR,No Apps,NA,NA,NA,NA,D,E,104,W1,R,W1R,0,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,Yes
DE104W1R,L_U,N/A,NA,NA,NA,NA,D,E,104,W1,R,W1R,0,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,NA
DE104W1R,L_R,N/A,NA,NA,NA,NA,D,E,104,W1,R,W1R,0,"104, 105, 111",NA,NA,Kowa Creek Ranch,Yes,No,NA
DE105L2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,105,L2,R,L2R,0,"105, 106",NA,NA,,No,No,NA
DE105L2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,105,L2,R,L2R,0,"105, 106",NA,NA,,No,No,NA
DE105L2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,105,L2,R,L2R,0,"105, 106",NA,NA,,No,No,NA
DE105L2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,105,L2,R,L2R,0,"105, 106",NA,NA,,No,No,NA
DE105L2R,L_U,2 Pref Points,2,2,100.0%,100.0%,D,E,105,L2,R,L2R,2,"105, 106",NA,NA,,No,No,NA
DE105L2R,L_R,0 Pref Points,3,6,50.0%,50.0%,D,E,105,L2,R,L2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,L_U,0 Pref Points,3,7,43.0%,43.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE105O2R,L_R,0 Pref Points,3,4,75.0%,75.0%,D,E,105,O2,R,O2R,0,"105, 106",NA,NA,,No,No,NA
DE107L2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107L2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107L2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107L2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107L2R,L_U,Leftover Choice 2,2,2,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107L2R,L_R,Leftover Choice 3,4,4,100.0%,100.0%,D,E,107,L2,R,L2R,0,107,NA,NA,,No,No,NA
DE107O1A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O1A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O1A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O1A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O1A,L_U,0 Pref Points,3,5,60.0%,60.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O1A,L_R,Leftover Choice 1,2,2,100.0%,100.0%,D,E,107,O1,A,O1A,0,107,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE107O2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O2R,L_U,Choice 2,1,78,1.0%,1.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O2R,L_R,Leftover Choice 1,1,2,50.0%,50.0%,D,E,107,O2,R,O2R,0,"107, 112,113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,NA
DE107O3A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,NA
DE107O3A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,NA
DE107O3A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,NA
DE107O3A,L_U,No Apps,NA,NA,NA,NA,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,Yes
DE107O3A,L_R,No Apps,NA,NA,NA,NA,D,E,107,O3,A,O3A,0,107,NA,NA,,No,No,Yes
DE107O3M,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3M,L_U,Choice 3,4,8,50.0%,50.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE107O3M,L_R,Choice 4,1,3,33.0%,33.0%,D,E,107,O3,M,O3M,0,"107,112, 113, 114, 115, 120, 121",NA,NA,,No,No,NA
DE109L2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109L2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109L2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109L2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109L2R,L_U,Choice 2,1,15,7.0%,7.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109L2R,L_R,Choice 3,1,5,20.0%,20.0%,D,E,109,L2,R,L2R,0,109,NA,NA,,No,No,NA
DE109O1A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O1A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O1A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O1A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O1A,L_U,Choice 2,2,4,50.0%,50.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O1A,L_R,Leftover Choice 1,2,2,100.0%,100.0%,D,E,109,O1,A,O1A,0,109,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE109O2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O2R,L_U,Choice 3,4,5,80.0%,80.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O2R,L_R,Leftover Choice 3,2,2,100.0%,100.0%,D,E,109,O2,R,O2R,0,109,NA,NA,,No,No,NA
DE109O3A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,NA
DE109O3A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,NA
DE109O3A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,NA
DE109O3A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,NA
DE109O3A,L_U,No Apps,NA,NA,NA,NA,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,Yes
DE109O3A,L_R,No Apps,NA,NA,NA,NA,D,E,109,O3,A,O3A,0,109,NA,NA,,No,No,Yes
DE109O3M,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,NA
DE109O3M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,NA
DE109O3M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,NA
DE109O3M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,NA
DE109O3M,L_U,No Apps,NA,NA,NA,NA,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,Yes
DE109O3M,L_R,No Apps,NA,NA,NA,NA,D,E,109,O3,M,O3M,0,109,NA,NA,,No,No,Yes
DE110O2A,A_R,0 Pref Points,45,97,46.0%,46.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2A,A_NR,0 Pref Points,4,11,36.0%,36.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2A,Y_R,Choice 2,3,9,33.0%,100.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2A,Y_NR,0 Pref Points,1,1,100.0%,33.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2A,L_U,0 Pref Points,7,9,78.0%,78.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2A,L_R,Leftover Choice 2,3,3,100.0%,100.0%,D,E,110,O2,A,O2A,0,1.1011111811912301E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE110O2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O2R,L_U,0 Pref Points,11,13,85.0%,85.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O2R,L_R,Leftover Choice 1,4,16,25.0%,25.0%,D,E,110,O2,R,O2R,0,"110,111,118,119,123, 124",NA,NA,,No,No,NA
DE110O3M,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O3M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O3M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O3M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O3M,L_U,Leftover Choice 2,2,2,100.0%,100.0%,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O3M,L_R,None Drawn,NA,NA,NA,NA,D,E,110,O3,M,O3M,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,Yes
DE110O4A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O4A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O4A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O4A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O4A,L_U,Leftover Choice 2,3,3,100.0%,100.0%,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,NA
DE110O4A,L_R,None Drawn,NA,NA,NA,NA,D,E,110,O4,A,O4A,0,"110, 111, 118, 119, 123, 124",NA,NA,,No,No,Yes
DE112O2A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,112,O2,A,O2A,0,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O2A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,112,O2,A,O2A,0,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O2A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,112,O2,A,O2A,0,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O2A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,112,O2,A,O2A,0,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O2A,L_U,3 Pref Points,3,10,30.0%,30.0%,D,E,112,O2,A,O2A,3,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O2A,L_R,Choice 2,3,7,43.0%,43.0%,D,E,112,O2,A,O2A,0,1.1211311411512E+17,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE112O4A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE112O4A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE112O4A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE112O4A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE112O4A,L_U,Choice 2,1,3,33.0%,33.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE112O4A,L_R,Leftover Choice 3,2,4,50.0%,50.0%,D,E,112,O4,A,O4A,0,"112, 113, 114, 115, 120 ,121",NA,NA,,No,No,NA
DE116L2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116L2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116L2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116L2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116L2R,L_U,Choice 2,9,15,60.0%,60.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116L2R,L_R,Leftover Choice 2,1,1,100.0%,100.0%,D,E,116,L2,R,L2R,0,"116, 117",NA,NA,,No,No,NA
DE116O1A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE116O1A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE116O1A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE116O1A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE116O1A,L_U,Choice 2,4,5,80.0%,80.0%,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE116O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,116,O1,A,O1A,0,116117,Multiple - See Brochure,Multiple - See Brochure,,No,No,Yes
DE116O2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O2R,L_U,0 Pref Points,1,3,33.0%,33.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O2R,L_R,Leftover Choice 1,1,1,100.0%,100.0%,D,E,116,O2,R,O2R,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,L_U,0 Pref Points,1,1,100.0%,100.0%,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,NA
DE116O3A,L_R,No Apps,NA,NA,NA,NA,D,E,116,O3,A,O3A,0,"116, 117",NA,NA,,No,No,Yes
DE116O3M,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,NA
DE116O3M,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,NA
DE116O3M,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,NA
DE116O3M,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,NA
DE116O3M,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,NA
DE116O3M,L_R,None Drawn,NA,NA,NA,NA,D,E,116,O3,M,O3M,0,"116, 117",NA,NA,,No,No,Yes
DE122L2R,A_R,Choice 3,2,15,13.0%,13.0%,D,E,122,L2,R,L2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122L2R,A_NR,Choice 2,2,7,29.0%,29.0%,D,E,122,L2,R,L2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122L2R,Y_R,Choice 2,3,6,50.0%,100.0%,D,E,122,L2,R,L2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122L2R,Y_NR,Choice 2,1,1,100.0%,50.0%,D,E,122,L2,R,L2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122L2R,L_U,1 Pref Points,2,5,40.0%,40.0%,D,E,122,L2,R,L2R,1,"122, 127, 132",NA,NA,,No,No,NA
DE122L2R,L_R,0 Pref Points,5,5,100.0%,100.0%,D,E,122,L2,R,L2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O1A,A_R,0 Pref Points,162,164,99.0%,99.0%,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE122O1A,A_NR,0 Pref Points,30,31,97.0%,97.0%,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE122O1A,Y_R,0 Pref Points,9,10,90.0%,NA,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE122O1A,Y_NR,No Apps,NA,NA,NA,90.0%,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,Yes
DE122O1A,L_U,0 Pref Points,4,27,15.0%,15.0%,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE122O1A,L_R,Choice 4,1,9,11.0%,11.0%,D,E,122,O1,A,O1A,0,1.22125126127129E+29,Multiple - See Brochure,Multiple - See Brochure,,No,No,NA
DE122O2R,A_R,0 Pref Points,19,23,83.0%,83.0%,D,E,122,O2,R,O2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O2R,A_NR,0 Pref Points,2,2,100.0%,100.0%,D,E,122,O2,R,O2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O2R,Y_R,Choice 2,2,4,50.0%,100.0%,D,E,122,O2,R,O2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O2R,Y_NR,Choice 2,1,1,100.0%,50.0%,D,E,122,O2,R,O2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O2R,L_U,1 Pref Points,2,3,67.0%,67.0%,D,E,122,O2,R,O2R,1,"122, 127, 132",NA,NA,,No,No,NA
DE122O2R,L_R,Choice 3,1,7,14.0%,14.0%,D,E,122,O2,R,O2R,0,"122, 127, 132",NA,NA,,No,No,NA
DE122O3A,A_R,Choice 3,9,31,29.0%,29.0%,D,E,122,O3,A,O3A,0,"122, 125, 126, 127, 129, 130, 132, 139, 145, 146",NA,NA,,No,No,NA
DE122O3A,A_NR,Choice 3,2,4,50.0%,50.0%,D,E,122,O3,A,O3A,0,"122, 125, 126, 127, 129, 130, 132, 139, 145, 146",NA,NA,,No,No,NA
DE122O3A,Y_R,Choice 2,4,9,44.0%,100.0%,D,E,122,O3,A,O3A,0,"122, 125, 126, 127, 129, 130, 132, 139, 145, 146",NA,NA,,No,No,NA
DE122O3A,Y_NR,0 Pref Points,1,1,100.0%,44.0%,D,E,122,O3,A,O3A,0,"122, 125, 126, 127, 129, 130, 132, 139, 145, 146",NA,NA,,No,No,NA
DE122O3A,L_U,Choice 2,4,168,2.0%,2.0%,D,E,122,O3,A,O3A,0,"122, 125, 126, 127, 129, 130, 132, 139, 145, 146",NA,NA,,No,No,NA
